Facility Name,State,1995 NOX Emissions (tons),2019 NOX Emissions (tons),1995 vs 2019 NOX Emissions (tons),Latitude (degrees),Longitude (degrees)
Quail Run Energy Center,TX,,154.00,,31.8414,-102.315
R W Miller,TX,576,422.00,-154,32.6581,-98.3103
Ray Olinger,TX,"1,593",28.00,"-1,565",33.0667,-96.4519
"Rio Nogales Power Project, LP",TX,,403.00,,29.5932,-97.9724
Rio Pecos Power Station,TX,"1,298",,,31.0847,-102.3656
Roland C. Dansby Power Plant,TX,355,74.00,-281,30.7217,-96.4599
SRW Cogen Limited Partnership,TX,,260.00,,30.0561,-93.7539
Sabine,TX,"9,362",2484.00,"-6,878",30.0242,-93.875
Sabine Cogeneration Facility,TX,,68.00,,30.0444,-93.7716
Sam Bertron,TX,0,,,29.7268,-95.06
Sam Rayburn Plant,TX,,20.00,,28.8947,-97.1347
Sam Seymour,TX,"15,686",6211.00,"-9,475",29.9172,-96.7506
San Angelo Power Station,TX,512,,,31.3933,-100.4933
San Jacinto County Peaking Facility,TX,,26.00,,30.42,-95.0114
San Jacinto Steam Electric Station,TX,132,163.00,31,29.6967,-95.0411
San Miguel,TX,"7,745",2267.00,"-5,478",28.7044,-98.4781
Sand Hill Energy Center,TX,,84.00,,30.2091,-97.6139
Sandow,TX,"10,252",,,30.5642,-97.0639
Sandy Creek Energy Station,TX,,1147.00,,31.4753,-96.9564
Silas Ray,TX,,14.00,,25.9131,-97.5214
Sim Gideon,TX,"2,186",716.00,"-1,470",30.1456,-97.2708
South Houston Green Power Site,TX,,248.00,,29.3775,-94.9328
Spencer,TX,685,12.00,-673,33.1978,-97.1067
Stryker Creek,TX,"2,242",139.00,"-2,103",31.9381,-94.9883
Sweeny Cogeneration Facility,TX,,640.00,,29.0728,-95.745
T C Ferguson Power Plant,TX,968,67.00,-901,30.558,-98.3705
T H Wharton,TX,29,377.00,348,29.9414,-95.5333
Tenaska Frontier Generating Station,TX,,587.00,,30.5924,-95.9178
Tenaska Gateway Generating Station,TX,,498.00,,32.0164,-94.6189
Texas City Cogeneration,TX,,475.00,,29.3787,-94.944
Tolk Station,TX,"15,113",2488.00,"-12,625",34.1847,-102.5686
Tradinghouse,TX,"13,658",,,31.5733,-96.9642
Trinidad,TX,,84.00,,32.1264,-96.1014
Twin Oaks,TX,"2,409",2050.00,-359,31.0932,-96.6965
V H Braunig,TX,"1,278",1108.00,-170,29.2575,-98.3828
Valley (TXU),TX,"3,452",,,33.6281,-96.3678
Victoria Port Peaking Facility,TX,,45.00,,28.6958,-96.9454
Victoria Power Station,TX,"1,125",85.00,"-1,040",28.7883,-97.01
W A Parish,TX,"41,008",4613.00,"-36,395",29.4783,-95.6358
W B Tuttle,TX,0,,,29.53,-98.4183
Webster,TX,0,,,29.5267,-95.1083
Welsh Power Plant,TX,"13,761",4951.00,"-8,810",33.0583,-94.844
Wilkes Power Plant,TX,"3,737",509.00,"-3,228",32.8486,-94.5469
Winchester Power Park,TX,,2.00,,30.0253,-96.9945
"Wise County Power Company, LLC",TX,,200.00,,33.0583,-97.9103
Wolf Hollow Generating Station,TX,,191.00,,32.3347,-97.7344
Wolf Hollow II,TX,,100.00,,29.2888,-96.066
Bonanza,UT,"5,231",5308.00,77,40.0864,-109.2844
Carbon,UT,"4,228",,,39.7272,-110.8644
Currant Creek Power Project,UT,,79.00,,39.8223,-111.894
Gadsby,UT,269,95.00,-174,40.7686,-111.9289
Hunter,UT,"23,046",10514.00,"-12,532",39.1747,-111.0289
Huntington,UT,"17,630",5206.00,"-12,424",39.3792,-111.0781
Intermountain,UT,"20,575",9050.00,"-11,525",39.5035,-112.5811
Lake Side Power Plant,UT,,137.00,,40.3311,-111.7547
Millcreek Power,UT,,14.00,,37.1124,-113.5155
Nebo Power Station,UT,,28.00,,40.0614,-111.7294
West Valley Power Plant,UT,,21.00,,40.6663,-112.031
Altavista Power Station,VA,,220.00,,37.1183,-79.2726
Bear Garden Generating Station,VA,,81.00,,37.6961,-78.2848
Birchwood Power Facility,VA,,37.00,,38.2667,-77.3147
Bremo Power Station,VA,"6,343",,,37.7089,-78.2878
Brunswick County Power Station,VA,,175.00,,36.7637,-77.7112
Buchanan Units 1 & 2,VA,,113.00,,37.1753,-81.9617
Chesapeake Energy Center,VA,"10,280",,,36.7711,-76.3019
Chesterfield Power Station,VA,"22,846",1523.00,"-21,322",37.3822,-77.3833
City Point Energy Center,VA,,342.00,,37.2939,-77.2697
Clinch River,VA,"26,375",269.00,"-26,106",36.9333,-82.1997
Clover Power Station,VA,"4,742",1990.00,"-2,752",36.8692,-78.7046
Commonwealth Chesapeake,VA,,11.00,,37.9892,-75.54
Darbytown Combustion Turbine,VA,,61.00,,37.4978,-77.368
Doswell Limited Partnership,VA,,807.00,,37.8181,-77.4478
Elizabeth River Combustion Turbine Sta,VA,,78.00,,36.7743,-76.3119
Glen Lyn,VA,"4,755",,,37.3704,-80.8639
Gordonsville Power Station,VA,,135.00,,38.1245,-78.2031
Gravel Neck Combustion Turbine,VA,,78.00,,37.1575,-76.6911
Greensville County Power Station,VA,,170.00,,36.7184,-77.6523
Hopewell Cogeneration Facility,VA,,749.00,,37.2914,-77.2821
Hopewell Power Station,VA,,255.00,,37.2969,-77.2833
Ladysmith Combustion Turbine Sta,VA,,103.00,,38.0725,-77.5141
Louisa Generation Facility,VA,,80.00,,38.1181,-78.2139
Marsh Run Generation Facility,VA,,137.00,,38.5283,-77.7681
Panda Stonewall Power Project,VA,,65.00,,39.0578,-77.5425
Possum Point Power Station,VA,"16,017",144.00,"-15,873",38.5367,-77.2806
Potomac River,VA,"18,353",,,38.8203,-77.0411
Remington Combustion Turbine Station,VA,,49.00,,38.5447,-77.7707
Southampton Power Station,VA,,246.00,,36.6525,-76.9953
"Spruance Genco, LLC",VA,,956.00,,37.4556,-77.4308
Tasley Energy Center,VA,,8.00,,37.7061,-75.7031
Tenaska Virginia Generating Station,VA,,146.00,,37.8667,-78.3813
Virginia City Hybrid Energy Center,VA,,516.00,,36.9161,-82.3381
Virginia Renewable Power-Portsmouth LLC,VA,,,,36.8703,-76.3519
Warren County Power Station,VA,,169.00,,38.9705,-78.1777
Wolf Hills Energy,VA,,157.00,,36.6644,-82.1044
Yorktown Power Station,VA,"6,148",85.00,"-6,063",37.2144,-76.4611
J C McNeil,VT,195,133.00,-62,44.4917,-73.2081
Centralia,WA,"14,618",5425.00,"-9,193",46.7559,-122.8578
Chehalis Generation Facility,WA,,88.00,,46.6226,-122.9145
Encogen Generating Station,WA,,45.00,,48.746,-122.486
Ferndale Generating Station,WA,,106.00,,48.8283,-122.6853
Frederickson Power LP,WA,,50.00,,47.0864,-122.3644
Fredonia Generating Station,WA,,2.00,,48.4553,-122.435
Goldendale Generating Station,WA,,51.00,,45.8114,-120.833
Grays Harbor Energy Center,WA,,96.00,,46.9688,-123.48
Mint Farm Generating Station,WA,,61.00,,46.1403,-122.9842
River Road,WA,,89.00,,45.65,-122.7231
Sumas Generating Station,WA,,37.00,,48.9905,-122.2733
Alma,WI,"1,398",,,44.3085,-91.9106
"Appleton Coated, LLC",WI,,16.00,,44.2717,-88.3011
Bay Front,WI,626,355.00,-271,46.5869,-90.9017
Blount Street,WI,"1,330",101.00,"-1,229",43.0792,-89.3739
Columbia,WI,"18,211",2659.00,"-15,552",43.4864,-89.4203
Concord,WI,68,54.00,-14,43.1669,-88.69
Depere Energy Center,WI,,66.00,,44.4489,-88.0731
Edgewater (4050),WI,"14,991",298.00,"-14,693",43.715,-87.7094
Elk Mound Generating Station,WI,,1.00,,44.9019,-91.5678
Elm Road Generating Station,WI,,2497.00,,42.8445,-87.829
Fitchburg Generating Station,WI,,0.00,,43.0149,-89.4603
Fox Energy Center,WI,,111.00,,44.3204,-88.2089
French Island,WI,,9.00,,43.8298,-91.26
Genoa,WI,"3,274",721.00,"-2,553",43.5592,-91.2333
Germantown Power Plant,WI,,54.00,,43.1952,-88.1496
Island Street Peaking Plant,WI,,5.00,,44.2761,-88.2656
J P Madgett,WI,"2,724",700.00,"-2,024",44.3026,-91.9126
Manitowoc,WI,540,48.00,-492,44.082,-87.6558
Marshfield Utilities Combustion Turbine,WI,,0.00,,44.635,-90.135
Neenah Energy Facility,WI,,60.00,,44.1934,-88.5055
Nelson Dewey,WI,"5,637",,,42.7225,-91.0085
Paris,WI,42,50.00,8,42.6658,-88.0131
Pleasant Prairie,WI,"24,416",,,42.5381,-87.9033
Port Washington Generating Station,WI,"1,914",261.00,"-1,653",43.3842,-87.8689
Pulliam,WI,"4,659",9.00,"-4,650",44.5397,-88.0083
Riverside Energy Center,WI,,75.00,,42.5835,-89.0351
Rock River,WI,"2,921",30.00,"-2,891",42.5831,-89.0292
Rockgen Energy Center,WI,,107.00,,42.9767,-89.0492
Rothschild Biomass Cogeneration Facility,WI,,159.00,,44.8878,-89.6298
Sheboygan Falls Energy Facility,WI,,54.00,,43.7519,-87.8783
Sheepskin,WI,,8.00,,42.8347,-89.1108
South Fond Du Lac,WI,0,28.00,28,43.7353,-88.4968
South Oak Creek,WI,"9,600",1534.00,"-8,066",42.8457,-87.8294
Valley (WEPCO),WI,"3,952",218.00,"-3,734",43.0303,-87.9233
West Campus Cogeneration Facility,WI,,19.00,,43.0751,-89.4251
West Marinette,WI,0,64.00,64,45.0869,-87.6881
Weston,WI,"6,969",1128.00,"-5,841",44.8606,-89.6553
Wheaton Generating Plant,WI,,65.00,,44.8864,-91.5158
Whitewater Cogeneration Facility,WI,,53.00,,42.8543,-88.7297
Albright Power Station,WV,"3,124",,,39.4883,-79.6367
Big Sandy Peaker Plant,WV,,268.00,,38.3441,-82.5938
Ceredo Generating Station,WV,,70.00,,38.3681,-82.5339
Fort Martin Power Station,WV,"25,561",9388.00,"-16,173",39.7107,-79.9275
Grant Town Power Plant,WV,,1432.00,,39.5611,-80.1642
Harrison Power Station,WV,"36,934",5575.00,"-31,359",39.3844,-80.3325
John E Amos,WV,"37,590",4648.00,"-32,942",38.4731,-81.8233
Kammer,WV,"29,640",,,39.8464,-80.8189
Kanawha River,WV,"7,941",,,38.2056,-81.4211
Longview Power,WV,,1532.00,,39.7078,-79.9588
Mitchell (WV),WV,"21,017",2270.00,"-18,747",39.8297,-80.8153
Morgantown Energy Facility,WV,,1082.00,,39.6397,-79.9606
Mount Storm Power Station,WV,"41,290",1789.00,"-39,501",39.2014,-79.2667
Mountaineer (1301),WV,"14,940",3579.00,"-11,361",38.9794,-81.9344
North Branch Power Station,WV,875,,,39.2623,-79.3306
Phil Sporn,WV,"29,852",,,38.9669,-81.9231
"Pleasants Energy, LLC",WV,,150.00,,39.3328,-81.3639
Pleasants Power Station,WV,"18,567",4514.00,"-14,053",39.3668,-81.2944
Rivesville Power Station,WV,790,,,39.5314,-80.113
Willow Island Power Station,WV,"4,821",,,39.3672,-81.3006
Cheyenne Prairie Generating Station,WY,,9.00,,41.1229,-104.7214
Dave Johnston,WY,"20,301",6316.00,"-13,985",42.8378,-105.7769
Dry Fork Station,WY,,594.00,,44.3901,-105.4591
Jim Bridger,WY,"39,604",7112.00,"-32,492",41.7378,-108.7875
Laramie River,WY,"20,744",7191.00,"-13,553",42.1103,-104.8828
Naughton,WY,"15,247",3527.00,"-11,720",41.7572,-110.5986
Neil Simpson II,WY,208,689.00,481,44.2853,-105.3841
Neil Simpson II (CT2),WY,,4.00,,44.2853,-105.3841
Wygen I,WY,,604.00,,44.2862,-105.3843
Wygen II,WY,,259.00,,44.2911,-105.3815
Wygen III,WY,,186.00,,44.2892,-105.3795
Wyodak,WY,"5,729",2642.00,"-3,087",44.2886,-105.3847
